Reactant_1_Name,Reactant_2_Name,Ligand_Short_Hand,Reagent_1_Short_Hand,Solvent_1_Short_Hand
6-Bromoquinoline,"2a, Boronic Acid",P(o-Tol)3,NaHCO3,THF
6-triflatequinoline,"2b, Boronic Ester",P(o-Tol)3,Et3N,MeCN
6-Quinolineboronic acid pinacol ester,"2d, Bromide",dtbpf,KOH,DMF
Potassium quinoline-6-trifluoroborate,"2d, Bromide",dtbpf,LiOtBu,MeCN
6-Iodoquinoline,"2c, Trifluoroborate",CataCXium A,No Base,THF
6-Bromoquinoline,"2a, Boronic Acid",CataCXium A,CsF,MeOH
6-Iodoquinoline,"2c, Trifluoroborate",XPhos,KOH,MeOH
6-Iodoquinoline,"2a, Boronic Acid",P(tBu)3,NaHCO3,MeOH
6-Bromoquinoline,"2c, Trifluoroborate",P(Ph)3 ,Et3N,MeOH
6-Iodoquinoline,"2b, Boronic Ester",AmPhos,NaHCO3,MeOH
6-Bromoquinoline,"2b, Boronic Ester",SPhos,KOH,MeOH
6-triflatequinoline,"2a, Boronic Acid",XPhos,NaOH,MeOH
Potassium quinoline-6-trifluoroborate,"2d, Bromide",AmPhos,NaOH,MeCN
6-Quinolineboronic acid pinacol ester,"2d, Bromide",P(Ph)3 ,NaHCO3,MeCN
6-triflatequinoline,"2c, Trifluoroborate",P(o-Tol)3,LiOtBu,MeOH
6-triflatequinoline,"2b, Boronic Ester",XPhos,NaOH,THF
6-Iodoquinoline,"2b, Boronic Ester",SPhos,CsF,DMF
6-quinoline-boronic acid hydrochloride,"2d, Bromide",P(tBu)3,Et3N,MeCN
6-Iodoquinoline,"2a, Boronic Acid",P(Ph)3 ,Et3N,MeOH
6-quinoline-boronic acid hydrochloride,"2d, Bromide",XPhos,KOH,MeCN
6-Iodoquinoline,"2b, Boronic Ester",P(Cy)3,NaHCO3,THF
6-triflatequinoline,"2c, Trifluoroborate",CataCXium A,NaOH,THF
6-triflatequinoline,"2c, Trifluoroborate",P(Ph)3 ,CsF,MeCN
6-Bromoquinoline,"2a, Boronic Acid",P(o-Tol)3,CsF,THF
6-triflatequinoline,"2a, Boronic Acid",P(o-Tol)3,NaOH,DMF
6-triflatequinoline,"2c, Trifluoroborate",P(Ph)3 ,K3PO4,MeCN
6-triflatequinoline,"2c, Trifluoroborate",SPhos,NaOH,THF
6-triflatequinoline,"2a, Boronic Acid",P(Cy)3,NaHCO3,MeCN
6-Quinolineboronic acid pinacol ester,"2d, Bromide",P(o-Tol)3,NaOH,MeOH
6-triflatequinoline,"2b, Boronic Ester",dtbpf,LiOtBu,DMF
6-Iodoquinoline,"2a, Boronic Acid",P(Ph)3 ,CsF,DMF
6-Bromoquinoline,"2c, Trifluoroborate",XPhos,KOH,DMF
6-triflatequinoline,"2c, Trifluoroborate",P(Ph)3 ,CsF,MeOH
6-Bromoquinoline,"2c, Trifluoroborate",P(tBu)3,No Base,DMF
6-Bromoquinoline,"2c, Trifluoroborate",AmPhos,Et3N,DMF
6-Iodoquinoline,"2b, Boronic Ester",XPhos,K3PO4,DMF
6-Iodoquinoline,"2c, Trifluoroborate",CataCXium A,KOH,THF
6-Bromoquinoline,"2a, Boronic Acid",SPhos,K3PO4,DMF
6-triflatequinoline,"2b, Boronic Ester",CataCXium A,CsF,MeOH
Potassium quinoline-6-trifluoroborate,"2d, Bromide",CataCXium A,LiOtBu,MeOH
6-Bromoquinoline,"2b, Boronic Ester",No Ligand,No Base,MeOH
6-Bromoquinoline,"2b, Boronic Ester",P(o-Tol)3,K3PO4,THF
6-Bromoquinoline,"2b, Boronic Ester",P(Ph)3 ,LiOtBu,DMF
6-Iodoquinoline,"2a, Boronic Acid",P(o-Tol)3,KOH,DMF
6-triflatequinoline,"2a, Boronic Acid",P(tBu)3,CsF,THF
6-Bromoquinoline,"2a, Boronic Acid",SPhos,LiOtBu,THF
6-Iodoquinoline,"2a, Boronic Acid",XPhos,No Base,THF
6-triflatequinoline,"2a, Boronic Acid",No Ligand,NaHCO3,DMF
6-quinoline-boronic acid hydrochloride,"2d, Bromide",XPhos,KOH,DMF
6-triflatequinoline,"2a, Boronic Acid",dtbpf,Et3N,MeOH
6-Iodoquinoline,"2b, Boronic Ester",P(Ph)3 ,KOH,DMF
6-quinoline-boronic acid hydrochloride,"2d, Bromide",XPhos,K3PO4,DMF
6-Bromoquinoline,"2a, Boronic Acid",CataCXium A,CsF,THF
6-Iodoquinoline,"2b, Boronic Ester",No Ligand,LiOtBu,MeOH
6-Bromoquinoline,"2b, Boronic Ester",dtbpf,NaHCO3,DMF
6-triflatequinoline,"2b, Boronic Ester",P(Cy)3,NaHCO3,MeOH
6-triflatequinoline,"2c, Trifluoroborate",AmPhos,KOH,DMF
6-triflatequinoline,"2c, Trifluoroborate",SPhos,No Base,THF
6-triflatequinoline,"2b, Boronic Ester",P(Cy)3,LiOtBu,THF
6-quinoline-boronic acid hydrochloride,"2d, Bromide",P(tBu)3,KOH,MeCN
6-triflatequinoline,"2b, Boronic Ester",P(o-Tol)3,Et3N,THF
6-triflatequinoline,"2b, Boronic Ester",XPhos,CsF,DMF
6-Bromoquinoline,"2c, Trifluoroborate",XPhos,CsF,DMF
6-Bromoquinoline,"2c, Trifluoroborate",SPhos,Et3N,MeCN
Potassium quinoline-6-trifluoroborate,"2d, Bromide",P(Ph)3 ,NaOH,MeCN
Potassium quinoline-6-trifluoroborate,"2d, Bromide",dtbpf,Et3N,MeCN
6-Iodoquinoline,"2a, Boronic Acid",dtbpf,CsF,MeCN
6-Bromoquinoline,"2b, Boronic Ester",CataCXium A,NaOH,DMF
6-Iodoquinoline,"2c, Trifluoroborate",XPhos,No Base,DMF
6-Bromoquinoline,"2a, Boronic Acid",SPhos,LiOtBu,MeCN
6-triflatequinoline,"2c, Trifluoroborate",P(Ph)3 ,LiOtBu,MeOH
6-Bromoquinoline,"2a, Boronic Acid",SPhos,Et3N,THF
6-triflatequinoline,"2c, Trifluoroborate",No Ligand,KOH,MeOH
6-triflatequinoline,"2b, Boronic Ester",P(Ph)3 ,No Base,THF
6-triflatequinoline,"2c, Trifluoroborate",P(tBu)3,NaHCO3,MeCN
6-Iodoquinoline,"2c, Trifluoroborate",SPhos,CsF,DMF
6-Quinolineboronic acid pinacol ester,"2d, Bromide",SPhos,K3PO4,MeOH
6-Bromoquinoline,"2a, Boronic Acid",P(o-Tol)3,CsF,MeCN
6-Iodoquinoline,"2a, Boronic Acid",SPhos,KOH,THF
6-Iodoquinoline,"2b, Boronic Ester",AmPhos,KOH,THF
6-Bromoquinoline,"2a, Boronic Acid",P(Cy)3,Et3N,MeOH
6-Iodoquinoline,"2b, Boronic Ester",P(o-Tol)3,NaOH,MeCN
6-Quinolineboronic acid pinacol ester,"2d, Bromide",No Ligand,KOH,THF
6-Iodoquinoline,"2b, Boronic Ester",CataCXium A,No Base,MeCN
6-quinoline-boronic acid hydrochloride,"2d, Bromide",P(Cy)3,KOH,MeCN
6-Iodoquinoline,"2a, Boronic Acid",P(Cy)3,No Base,MeCN
6-triflatequinoline,"2b, Boronic Ester",No Ligand,NaHCO3,MeCN
6-triflatequinoline,"2b, Boronic Ester",SPhos,No Base,MeOH
6-triflatequinoline,"2c, Trifluoroborate",dtbpf,Et3N,DMF
6-Bromoquinoline,"2a, Boronic Acid",P(o-Tol)3,No Base,THF
6-triflatequinoline,"2c, Trifluoroborate",AmPhos,K3PO4,MeOH
6-Bromoquinoline,"2c, Trifluoroborate",XPhos,No Base,DMF
6-Iodoquinoline,"2c, Trifluoroborate",No Ligand,Et3N,MeOH
6-triflatequinoline,"2c, Trifluoroborate",AmPhos,NaHCO3,MeOH
6-Bromoquinoline,"2a, Boronic Acid",P(o-Tol)3,NaHCO3,MeOH
6-triflatequinoline,"2c, Trifluoroborate",P(Cy)3,KOH,MeCN
6-triflatequinoline,"2c, Trifluoroborate",AmPhos,Et3N,THF
6-triflatequinoline,"2c, Trifluoroborate",AmPhos,KOH,THF
Potassium quinoline-6-trifluoroborate,"2d, Bromide",AmPhos,LiOtBu,DMF
6-Iodoquinoline,"2c, Trifluoroborate",dtbpf,NaHCO3,DMF
6-Quinolineboronic acid pinacol ester,"2d, Bromide",dtbpf,No Base,MeCN
6-triflatequinoline,"2b, Boronic Ester",P(Ph)3 ,Et3N,MeOH
6-Iodoquinoline,"2a, Boronic Acid",P(tBu)3,K3PO4,DMF
6-Iodoquinoline,"2c, Trifluoroborate",P(Cy)3,KOH,MeCN
6-Bromoquinoline,"2b, Boronic Ester",XPhos,Et3N,DMF
6-Iodoquinoline,"2b, Boronic Ester",CataCXium A,LiOtBu,MeOH
6-Iodoquinoline,"2c, Trifluoroborate",XPhos,NaOH,DMF
6-Iodoquinoline,"2a, Boronic Acid",P(tBu)3,NaHCO3,DMF
6-Bromoquinoline,"2b, Boronic Ester",SPhos,NaHCO3,MeOH
6-Iodoquinoline,"2c, Trifluoroborate",P(tBu)3,NaOH,MeCN
Potassium quinoline-6-trifluoroborate,"2d, Bromide",SPhos,NaOH,DMF
Potassium quinoline-6-trifluoroborate,"2d, Bromide",XPhos,KOH,THF
6-triflatequinoline,"2b, Boronic Ester",AmPhos,No Base,MeOH
6-Bromoquinoline,"2b, Boronic Ester",CataCXium A,CsF,MeCN
6-Bromoquinoline,"2c, Trifluoroborate",SPhos,Et3N,THF
6-Iodoquinoline,"2b, Boronic Ester",AmPhos,Et3N,THF
6-Bromoquinoline,"2c, Trifluoroborate",P(Cy)3,KOH,DMF
6-Quinolineboronic acid pinacol ester,"2d, Bromide",P(tBu)3,KOH,MeCN
6-Bromoquinoline,"2c, Trifluoroborate",SPhos,CsF,DMF
6-triflatequinoline,"2b, Boronic Ester",P(Ph)3 ,K3PO4,MeOH
6-Iodoquinoline,"2b, Boronic Ester",P(Cy)3,NaHCO3,DMF
6-Quinolineboronic acid pinacol ester,"2d, Bromide",SPhos,LiOtBu,MeCN
6-Bromoquinoline,"2b, Boronic Ester",AmPhos,NaHCO3,MeCN
6-triflatequinoline,"2a, Boronic Acid",SPhos,NaOH,MeCN
6-triflatequinoline,"2c, Trifluoroborate",P(Cy)3,Et3N,MeCN
6-Iodoquinoline,"2b, Boronic Ester",dtbpf,NaOH,MeOH
6-Iodoquinoline,"2a, Boronic Acid",dtbpf,Et3N,MeOH
6-Iodoquinoline,"2b, Boronic Ester",P(Cy)3,KOH,MeOH
Potassium quinoline-6-trifluoroborate,"2d, Bromide",CataCXium A,NaOH,MeOH
6-Bromoquinoline,"2a, Boronic Acid",P(Ph)3 ,NaOH,DMF
6-Bromoquinoline,"2a, Boronic Acid",P(Ph)3 ,KOH,MeOH
6-Iodoquinoline,"2c, Trifluoroborate",No Ligand,No Base,MeCN
6-triflatequinoline,"2a, Boronic Acid",P(tBu)3,No Base,MeCN
6-Bromoquinoline,"2b, Boronic Ester",P(tBu)3,Et3N,THF
6-Iodoquinoline,"2c, Trifluoroborate",No Ligand,KOH,MeCN
Potassium quinoline-6-trifluoroborate,"2d, Bromide",P(tBu)3,KOH,THF
6-triflatequinoline,"2c, Trifluoroborate",No Ligand,K3PO4,DMF
6-triflatequinoline,"2a, Boronic Acid",AmPhos,KOH,MeOH
6-Bromoquinoline,"2a, Boronic Acid",AmPhos,CsF,DMF
6-triflatequinoline,"2a, Boronic Acid",P(tBu)3,Et3N,MeOH
6-Bromoquinoline,"2a, Boronic Acid",P(o-Tol)3,No Base,MeOH
6-triflatequinoline,"2b, Boronic Ester",dtbpf,Et3N,MeOH
6-triflatequinoline,"2b, Boronic Ester",P(Cy)3,CsF,MeCN
6-triflatequinoline,"2b, Boronic Ester",SPhos,NaHCO3,MeCN
6-Bromoquinoline,"2a, Boronic Acid",CataCXium A,NaOH,DMF
6-triflatequinoline,"2c, Trifluoroborate",CataCXium A,Et3N,THF
6-triflatequinoline,"2a, Boronic Acid",P(tBu)3,LiOtBu,MeCN
6-Iodoquinoline,"2a, Boronic Acid",AmPhos,Et3N,MeCN
6-Bromoquinoline,"2a, Boronic Acid",dtbpf,Et3N,MeCN
6-Bromoquinoline,"2a, Boronic Acid",CataCXium A,K3PO4,THF
6-Bromoquinoline,"2a, Boronic Acid",SPhos,CsF,DMF
6-Iodoquinoline,"2b, Boronic Ester",P(o-Tol)3,K3PO4,THF
6-Bromoquinoline,"2b, Boronic Ester",CataCXium A,CsF,MeOH
6-triflatequinoline,"2a, Boronic Acid",XPhos,KOH,MeOH
6-Iodoquinoline,"2c, Trifluoroborate",P(Cy)3,Et3N,MeCN
6-Iodoquinoline,"2b, Boronic Ester",P(Ph)3 ,No Base,MeOH
6-Bromoquinoline,"2c, Trifluoroborate",No Ligand,Et3N,DMF
6-triflatequinoline,"2c, Trifluoroborate",P(Ph)3 ,LiOtBu,THF
6-Bromoquinoline,"2c, Trifluoroborate",AmPhos,K3PO4,THF
6-Quinolineboronic acid pinacol ester,"2d, Bromide",SPhos,CsF,DMF
6-triflatequinoline,"2c, Trifluoroborate",CataCXium A,LiOtBu,MeCN
6-Bromoquinoline,"2c, Trifluoroborate",XPhos,NaHCO3,MeCN
6-Bromoquinoline,"2c, Trifluoroborate",P(Ph)3 ,LiOtBu,THF
6-Bromoquinoline,"2c, Trifluoroborate",SPhos,LiOtBu,MeCN
6-Bromoquinoline,"2c, Trifluoroborate",AmPhos,KOH,MeCN
6-Quinolineboronic acid pinacol ester,"2d, Bromide",P(Cy)3,NaHCO3,THF
Potassium quinoline-6-trifluoroborate,"2d, Bromide",P(Cy)3,NaOH,MeOH
6-Bromoquinoline,"2a, Boronic Acid",AmPhos,NaHCO3,THF
6-Iodoquinoline,"2b, Boronic Ester",P(tBu)3,KOH,THF
6-quinoline-boronic acid hydrochloride,"2d, Bromide",P(o-Tol)3,KOH,DMF
6-triflatequinoline,"2b, Boronic Ester",P(tBu)3,No Base,MeCN
6-Iodoquinoline,"2b, Boronic Ester",AmPhos,CsF,MeOH
6-Iodoquinoline,"2c, Trifluoroborate",dtbpf,NaOH,MeCN
6-Quinolineboronic acid pinacol ester,"2d, Bromide",P(Cy)3,KOH,MeOH
6-Bromoquinoline,"2a, Boronic Acid",No Ligand,LiOtBu,MeOH
6-triflatequinoline,"2a, Boronic Acid",P(Cy)3,K3PO4,THF
6-Iodoquinoline,"2a, Boronic Acid",XPhos,NaOH,MeCN
6-Bromoquinoline,"2c, Trifluoroborate",dtbpf,No Base,MeOH
6-Iodoquinoline,"2b, Boronic Ester",dtbpf,Et3N,MeOH
6-Iodoquinoline,"2c, Trifluoroborate",AmPhos,KOH,MeCN
6-Bromoquinoline,"2c, Trifluoroborate",SPhos,NaHCO3,MeCN
6-triflatequinoline,"2c, Trifluoroborate",No Ligand,Et3N,MeOH
6-Bromoquinoline,"2c, Trifluoroborate",XPhos,LiOtBu,MeCN
6-Quinolineboronic acid pinacol ester,"2d, Bromide",P(tBu)3,No Base,MeOH
Potassium quinoline-6-trifluoroborate,"2d, Bromide",No Ligand,KOH,THF
6-triflatequinoline,"2c, Trifluoroborate",AmPhos,No Base,THF
6-Iodoquinoline,"2b, Boronic Ester",dtbpf,KOH,MeCN
6-Bromoquinoline,"2b, Boronic Ester",P(Ph)3 ,Et3N,DMF
6-triflatequinoline,"2a, Boronic Acid",P(o-Tol)3,NaOH,MeCN
6-Quinolineboronic acid pinacol ester,"2d, Bromide",SPhos,NaHCO3,MeOH
6-Iodoquinoline,"2b, Boronic Ester",P(tBu)3,No Base,DMF
6-Iodoquinoline,"2c, Trifluoroborate",P(Cy)3,CsF,DMF
6-triflatequinoline,"2a, Boronic Acid",XPhos,K3PO4,THF
6-Iodoquinoline,"2b, Boronic Ester",P(Cy)3,CsF,THF
6-Iodoquinoline,"2a, Boronic Acid",P(Ph)3 ,NaHCO3,THF
6-Bromoquinoline,"2b, Boronic Ester",dtbpf,Et3N,MeCN
6-Bromoquinoline,"2b, Boronic Ester",AmPhos,K3PO4,MeOH
6-Bromoquinoline,"2c, Trifluoroborate",P(Ph)3 ,K3PO4,MeCN
6-Bromoquinoline,"2a, Boronic Acid",XPhos,CsF,MeCN
Potassium quinoline-6-trifluoroborate,"2d, Bromide",P(o-Tol)3,LiOtBu,MeOH
6-Iodoquinoline,"2c, Trifluoroborate",CataCXium A,No Base,DMF
6-Bromoquinoline,"2c, Trifluoroborate",P(tBu)3,NaOH,THF
6-triflatequinoline,"2c, Trifluoroborate",CataCXium A,NaHCO3,THF
Potassium quinoline-6-trifluoroborate,"2d, Bromide",No Ligand,K3PO4,MeCN
6-triflatequinoline,"2b, Boronic Ester",P(tBu)3,KOH,THF
6-Iodoquinoline,"2a, Boronic Acid",P(o-Tol)3,LiOtBu,MeCN
Potassium quinoline-6-trifluoroborate,"2d, Bromide",P(Cy)3,Et3N,DMF
6-triflatequinoline,"2b, Boronic Ester",P(Cy)3,K3PO4,THF
Potassium quinoline-6-trifluoroborate,"2d, Bromide",dtbpf,KOH,MeCN
6-quinoline-boronic acid hydrochloride,"2d, Bromide",SPhos,CsF,MeCN
6-Iodoquinoline,"2b, Boronic Ester",No Ligand,NaOH,MeOH
6-triflatequinoline,"2a, Boronic Acid",SPhos,K3PO4,DMF
6-Bromoquinoline,"2b, Boronic Ester",dtbpf,No Base,THF
Potassium quinoline-6-trifluoroborate,"2d, Bromide",P(Ph)3 ,CsF,MeOH
6-Iodoquinoline,"2a, Boronic Acid",AmPhos,LiOtBu,MeCN
6-Iodoquinoline,"2b, Boronic Ester",AmPhos,KOH,DMF
6-triflatequinoline,"2a, Boronic Acid",AmPhos,No Base,MeCN
6-Bromoquinoline,"2a, Boronic Acid",No Ligand,K3PO4,DMF
6-triflatequinoline,"2b, Boronic Ester",P(Cy)3,CsF,MeOH
6-Bromoquinoline,"2b, Boronic Ester",P(Ph)3 ,KOH,MeOH
6-triflatequinoline,"2a, Boronic Acid",P(Ph)3 ,NaOH,DMF
6-Bromoquinoline,"2a, Boronic Acid",No Ligand,NaHCO3,THF
6-Iodoquinoline,"2c, Trifluoroborate",AmPhos,Et3N,MeOH
6-Bromoquinoline,"2b, Boronic Ester",dtbpf,K3PO4,DMF
6-Quinolineboronic acid pinacol ester,"2d, Bromide",CataCXium A,LiOtBu,DMF
6-Iodoquinoline,"2a, Boronic Acid",XPhos,KOH,MeCN
Potassium quinoline-6-trifluoroborate,"2d, Bromide",XPhos,LiOtBu,MeOH
6-Quinolineboronic acid pinacol ester,"2d, Bromide",P(Ph)3 ,NaOH,THF
6-Quinolineboronic acid pinacol ester,"2d, Bromide",XPhos,NaHCO3,MeCN
6-Iodoquinoline,"2b, Boronic Ester",No Ligand,NaHCO3,THF
6-Iodoquinoline,"2c, Trifluoroborate",XPhos,KOH,MeCN
6-Bromoquinoline,"2a, Boronic Acid",P(tBu)3,KOH,DMF
6-Iodoquinoline,"2a, Boronic Acid",dtbpf,NaHCO3,THF
6-Iodoquinoline,"2b, Boronic Ester",SPhos,NaHCO3,DMF
6-triflatequinoline,"2a, Boronic Acid",No Ligand,NaOH,DMF
6-Quinolineboronic acid pinacol ester,"2d, Bromide",CataCXium A,No Base,DMF
6-Iodoquinoline,"2b, Boronic Ester",P(Ph)3 ,Et3N,MeCN
6-Iodoquinoline,"2a, Boronic Acid",P(Cy)3,No Base,THF
6-Quinolineboronic acid pinacol ester,"2d, Bromide",SPhos,CsF,MeCN
6-Quinolineboronic acid pinacol ester,"2d, Bromide",P(o-Tol)3,LiOtBu,MeCN
6-Quinolineboronic acid pinacol ester,"2d, Bromide",CataCXium A,CsF,MeCN
6-Iodoquinoline,"2c, Trifluoroborate",P(tBu)3,CsF,THF
6-triflatequinoline,"2a, Boronic Acid",CataCXium A,LiOtBu,MeOH
6-triflatequinoline,"2b, Boronic Ester",P(tBu)3,No Base,THF
6-Iodoquinoline,"2c, Trifluoroborate",CataCXium A,No Base,MeOH
6-triflatequinoline,"2a, Boronic Acid",XPhos,NaOH,MeCN
6-quinoline-boronic acid hydrochloride,"2d, Bromide",P(Ph)3 ,K3PO4,DMF
Potassium quinoline-6-trifluoroborate,"2d, Bromide",CataCXium A,CsF,MeOH
6-Iodoquinoline,"2c, Trifluoroborate",CataCXium A,LiOtBu,MeCN
6-Quinolineboronic acid pinacol ester,"2d, Bromide",P(tBu)3,NaOH,THF
6-Iodoquinoline,"2c, Trifluoroborate",AmPhos,KOH,THF
6-triflatequinoline,"2a, Boronic Acid",CataCXium A,K3PO4,MeCN
6-Bromoquinoline,"2b, Boronic Ester",CataCXium A,CsF,DMF
6-Bromoquinoline,"2c, Trifluoroborate",P(tBu)3,KOH,MeCN
6-Bromoquinoline,"2c, Trifluoroborate",P(Cy)3,NaOH,DMF
6-Bromoquinoline,"2b, Boronic Ester",P(Ph)3 ,NaOH,DMF
6-triflatequinoline,"2b, Boronic Ester",AmPhos,Et3N,MeCN
6-triflatequinoline,"2c, Trifluoroborate",P(tBu)3,NaOH,MeCN
6-triflatequinoline,"2b, Boronic Ester",CataCXium A,KOH,THF
6-Iodoquinoline,"2a, Boronic Acid",AmPhos,NaOH,THF
6-triflatequinoline,"2c, Trifluoroborate",XPhos,No Base,MeOH
6-quinoline-boronic acid hydrochloride,"2d, Bromide",P(tBu)3,Et3N,DMF
6-Bromoquinoline,"2c, Trifluoroborate",P(o-Tol)3,K3PO4,MeCN
6-Bromoquinoline,"2a, Boronic Acid",CataCXium A,KOH,THF
6-Iodoquinoline,"2a, Boronic Acid",dtbpf,CsF,DMF
6-Iodoquinoline,"2a, Boronic Acid",No Ligand,CsF,MeCN
6-Bromoquinoline,"2c, Trifluoroborate",dtbpf,Et3N,DMF
6-Iodoquinoline,"2c, Trifluoroborate",CataCXium A,CsF,MeOH
6-Bromoquinoline,"2a, Boronic Acid",XPhos,Et3N,DMF
6-Iodoquinoline,"2c, Trifluoroborate",SPhos,NaHCO3,THF
6-Bromoquinoline,"2c, Trifluoroborate",SPhos,LiOtBu,DMF
6-Iodoquinoline,"2c, Trifluoroborate",P(Cy)3,LiOtBu,THF
6-triflatequinoline,"2c, Trifluoroborate",SPhos,KOH,MeOH
6-Iodoquinoline,"2c, Trifluoroborate",XPhos,Et3N,MeOH
6-quinoline-boronic acid hydrochloride,"2d, Bromide",dtbpf,NaHCO3,MeCN
6-triflatequinoline,"2c, Trifluoroborate",CataCXium A,Et3N,MeOH
6-Iodoquinoline,"2b, Boronic Ester",P(Ph)3 ,K3PO4,MeCN
6-triflatequinoline,"2b, Boronic Ester",P(Cy)3,KOH,DMF
6-Iodoquinoline,"2a, Boronic Acid",SPhos,NaOH,DMF
6-triflatequinoline,"2b, Boronic Ester",P(o-Tol)3,Et3N,DMF
6-Quinolineboronic acid pinacol ester,"2d, Bromide",P(tBu)3,CsF,THF
6-triflatequinoline,"2c, Trifluoroborate",SPhos,CsF,DMF
6-Quinolineboronic acid pinacol ester,"2d, Bromide",dtbpf,NaOH,THF
6-triflatequinoline,"2b, Boronic Ester",SPhos,LiOtBu,MeCN
6-Bromoquinoline,"2c, Trifluoroborate",No Ligand,LiOtBu,THF
6-triflatequinoline,"2c, Trifluoroborate",dtbpf,K3PO4,DMF
6-Bromoquinoline,"2c, Trifluoroborate",P(Ph)3 ,CsF,DMF
6-Iodoquinoline,"2c, Trifluoroborate",XPhos,LiOtBu,DMF
6-Iodoquinoline,"2a, Boronic Acid",No Ligand,CsF,THF
6-triflatequinoline,"2a, Boronic Acid",P(tBu)3,NaHCO3,DMF
6-Bromoquinoline,"2b, Boronic Ester",AmPhos,K3PO4,THF
6-Iodoquinoline,"2c, Trifluoroborate",No Ligand,LiOtBu,THF
6-Bromoquinoline,"2b, Boronic Ester",P(tBu)3,LiOtBu,MeCN
6-triflatequinoline,"2c, Trifluoroborate",No Ligand,Et3N,THF
6-triflatequinoline,"2c, Trifluoroborate",P(tBu)3,NaOH,MeOH
6-Bromoquinoline,"2b, Boronic Ester",P(Cy)3,K3PO4,MeCN
6-triflatequinoline,"2a, Boronic Acid",AmPhos,NaOH,MeOH
6-Iodoquinoline,"2a, Boronic Acid",No Ligand,No Base,MeCN
6-Iodoquinoline,"2c, Trifluoroborate",CataCXium A,NaOH,THF
6-triflatequinoline,"2a, Boronic Acid",CataCXium A,CsF,DMF
6-Iodoquinoline,"2c, Trifluoroborate",AmPhos,LiOtBu,MeCN
6-triflatequinoline,"2a, Boronic Acid",P(Ph)3 ,KOH,MeOH
6-triflatequinoline,"2c, Trifluoroborate",CataCXium A,NaHCO3,MeOH
6-triflatequinoline,"2c, Trifluoroborate",dtbpf,NaOH,MeOH
6-Bromoquinoline,"2b, Boronic Ester",dtbpf,LiOtBu,MeOH
6-Bromoquinoline,"2a, Boronic Acid",P(Cy)3,NaHCO3,MeCN
6-Iodoquinoline,"2b, Boronic Ester",P(Cy)3,Et3N,MeCN
6-Iodoquinoline,"2a, Boronic Acid",P(o-Tol)3,NaHCO3,THF
6-Bromoquinoline,"2b, Boronic Ester",dtbpf,K3PO4,MeOH
6-Quinolineboronic acid pinacol ester,"2d, Bromide",P(Ph)3 ,No Base,DMF
6-triflatequinoline,"2a, Boronic Acid",P(Ph)3 ,K3PO4,THF
6-Bromoquinoline,"2a, Boronic Acid",P(Cy)3,KOH,DMF
6-Bromoquinoline,"2a, Boronic Acid",AmPhos,K3PO4,MeOH
6-Bromoquinoline,"2a, Boronic Acid",No Ligand,NaHCO3,DMF
6-quinoline-boronic acid hydrochloride,"2d, Bromide",dtbpf,LiOtBu,DMF
6-Iodoquinoline,"2a, Boronic Acid",P(tBu)3,NaHCO3,THF
Potassium quinoline-6-trifluoroborate,"2d, Bromide",P(o-Tol)3,CsF,DMF
6-triflatequinoline,"2c, Trifluoroborate",P(Cy)3,CsF,DMF
6-triflatequinoline,"2a, Boronic Acid",P(Ph)3 ,NaHCO3,DMF
6-triflatequinoline,"2c, Trifluoroborate",P(o-Tol)3,K3PO4,MeCN
6-Bromoquinoline,"2c, Trifluoroborate",dtbpf,No Base,THF
6-triflatequinoline,"2b, Boronic Ester",P(Ph)3 ,CsF,MeOH
6-triflatequinoline,"2c, Trifluoroborate",No Ligand,CsF,MeCN
6-triflatequinoline,"2b, Boronic Ester",dtbpf,CsF,MeOH
6-Iodoquinoline,"2b, Boronic Ester",No Ligand,No Base,MeCN
6-Bromoquinoline,"2a, Boronic Acid",dtbpf,No Base,DMF
6-Bromoquinoline,"2b, Boronic Ester",AmPhos,No Base,THF
6-Iodoquinoline,"2a, Boronic Acid",SPhos,K3PO4,THF
6-triflatequinoline,"2c, Trifluoroborate",dtbpf,Et3N,MeCN
6-Iodoquinoline,"2b, Boronic Ester",CataCXium A,NaOH,MeCN
6-Quinolineboronic acid pinacol ester,"2d, Bromide",No Ligand,NaHCO3,MeCN
6-Bromoquinoline,"2a, Boronic Acid",No Ligand,Et3N,MeOH
6-Bromoquinoline,"2a, Boronic Acid",P(tBu)3,NaHCO3,DMF
Potassium quinoline-6-trifluoroborate,"2d, Bromide",No Ligand,KOH,DMF
6-Iodoquinoline,"2b, Boronic Ester",XPhos,LiOtBu,THF
6-Bromoquinoline,"2c, Trifluoroborate",XPhos,LiOtBu,THF
6-Bromoquinoline,"2b, Boronic Ester",P(o-Tol)3,CsF,THF
6-Iodoquinoline,"2a, Boronic Acid",No Ligand,KOH,DMF
6-Iodoquinoline,"2a, Boronic Acid",P(Ph)3 ,K3PO4,MeOH
6-Iodoquinoline,"2b, Boronic Ester",SPhos,Et3N,DMF
Potassium quinoline-6-trifluoroborate,"2d, Bromide",SPhos,CsF,THF
6-Iodoquinoline,"2a, Boronic Acid",P(o-Tol)3,CsF,DMF
6-Bromoquinoline,"2b, Boronic Ester",dtbpf,Et3N,THF
6-Bromoquinoline,"2c, Trifluoroborate",P(o-Tol)3,LiOtBu,MeCN
6-Iodoquinoline,"2c, Trifluoroborate",SPhos,K3PO4,MeCN
